name,role_name,team_value,championships,value_rank,brand_value,sport_value,market_value,debt_to_value,operating_income,revenue,gate_receipts,revenue_per_fan,metro_area_pop,capacity,average_ticket_price,profile,gender,birthdate,mvp_index,reach_score,engagement_score,conversation_score,primary_role,role_name,status,delta_mvp_index,delta_reach_score,delta_engagement_score,delta_conversation_score,facebook_comment_rate,facebook_likes,facebook_post_like_rate,facebook_post_rate,facebook_share_rate,facebook_talking_about,google_plus_activities,google_plus_plus_ones,google_plus_replies,google_plus_shares,instagram_followers,instagram_following,instagram_photos,twitter_followers,twitter_following,twitter_mentions,twitter_mention_rate,twitter_retweet_rate,twitter_tweets,you_tube_interactions,you_tube_subscribers,you_tube_videos,you_tube_views
University of North Carolina Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.916397952,8.872526381,9.455432657,6.75669667,133,College or University (Athletics - NCAA),active,0.001189534,0.002018568,0.021772121,0,1922,1144005,689669,108,304351,190293,null,589,24,28,36956,98,337,153607,378,null,5908,7499,17671,7704,18906,2333,10688269
University of Kentucky Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.913436695,8.983337159,9.285396737,3.591927221,133,College or University (Athletics - NCAA),active,-0.000496919,0.000477156,-0.010415539,0,3044,1030286,572386,172,95201,29479,null,null,null,null,63270,92,1264,193446,609,null,951,8955,33834,null,null,null,null
University of Wisconsin Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.909577044,9.096427664,9.095113225,7.138191545,133,College or University (Athletics - NCAA),active,-0.003810226,0.000668364,-0.076872877,0,1821,908322,407499,87,79149,68082,null,1031,167,123,142196,61,1070,188591,200,null,2279,7840,14659,28797,18864,2989,16838716
University of Oregon Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.9080339,9.50987272,8.650805274,7.584509489,133,College or University (Athletics - NCAA),active,-0.001206804,-0.000175862,-0.023960219,0,2127,852405,199531,184,31466,61504,null,236,6,17,634459,76,963,140323,185,null,771,10233,15110,76793,38274,499,16419109
Ohio State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.895122912,9.248077902,8.654380348,6.831186876,133,College or University (Athletics - NCAA),active,-0.002110734,0.000269204,-0.042483889,0,2938,2077399,194437,228,32211.5,45972,null,null,null,null,null,null,null,256441,680,null,1647,6073,28179,null,null,null,null
University of Florida Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.88768292,9.260357409,8.493300982,8.235151551,133,College or University (Athletics - NCAA),active,-0.000144382,0.000187467,-0.003075102,0,1623,1627786,127214,92,15613,33933,null,24332,3271,1702,132911,44,1045,200146,455,null,914,1689,59549,10541,22938,1059,16974452
University of Miami Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.856493806,8.685693407,8.444182705,7.050189456,133,College or University (Athletics - NCAA),active,-0.002789062,2.09E-05,-0.055802148,0,1392,438890,98450,90,12907,17071,null,null,null,null,152400,224,1918,90489,999,null,1814,5546,45509,0,0,0,0
Michigan State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.852297338,8.474722214,8.571224547,6.464310671,133,College or University (Athletics - NCAA),active,-0.001808455,0.000919877,-0.037088978,0,1256,773457,330456,76,48550,17685,null,71,2,5,99399,28,998,39075,51,null,215,202,1640,0,15494,1735,6673910
University of Connecticut Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.829015449,7.94460984,8.635699146,6.489174231,133,College or University (Athletics - NCAA),active,0.000934776,0.002804449,0.015891068,0,1428,202396,219112,67,51427,22721,null,null,null,null,52096,34,902,98595,263,null,1416,9377,12952,5201,6339,1256,2757865
Syracuse University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.826620452,7.478099759,9.05430928,7.933118268,133,College or University (Athletics - NCAA),active,0.002463916,0.003347478,0.04593085,0,2447,364145,317532,234,71667,171821,null,853,277,165,null,null,null,82911,274,null,2736,5472,41488,4218,5447,2627,3453555
University of Oklahoma Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.822727971,8.509025021,7.945534409,7.895600815,133,College or University (Athletics - NCAA),active,0.000424185,0.001229052,0.007254652,0,763,658463,100559,47,12670,55350,null,7,0,0,10573,409,100,156915,234,null,786,5463,18263,0,0,0,0
University of Kansas Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.820020356,8.524345788,7.876061326,6.692020456,133,College or University (Athletics - NCAA),active,0.003949574,0.00122791,0.077763562,0,633,256223,98351,39,12049,23768,null,20,1,3,81214,14,2011,152414,33,null,2298,1832,14007,0,0,0,0
University of Nebraska Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.813723471,8.795412905,7.479056518,6.501146821,133,College or University (Athletics - NCAA),active,-0.002218092,0.000868468,-0.045230313,0,920,605970,66483,68,8352,11234,null,null,null,null,null,null,null,252236,643,null,540,1166,32430,null,null,null,null
University of Maryland Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.804290264,7.778504737,8.307300539,6.077229407,133,College or University (Athletics - NCAA),active,-0.002052393,0.001317492,-0.042365357,0,1103,269312,146831,54,25309,28817,null,null,null,null,38198,83,480,85462,317,null,1364,5175,23473,null,null,null,null
University of Alabama Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.802094315,9.007704767,7.034181542,8.422012634,133,College or University (Athletics - NCAA),active,-0.008016793,0.000373832,-0.160709683,0,1028,1051216,61056,95,11931,19275,null,null,null,null,58984,21,2173,206032,70,null,136,3308,11277,0,0,0,0
University of Notre Dame Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.801939468,8.275532911,7.763256447,8.622783842,133,College or University (Athletics - NCAA),active,-0.000872661,0.001442174,-0.018895386,0,642,357373,46501,85,6361,9247,null,null,null,null,66503,31,1768,104556,177,null,275,6025,39479,null,null,null,null
University of Southern California Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.795853222,8.508027253,7.409037178,5.876047211,133,College or University (Athletics - NCAA),active,-0.002730753,-1.68E-07,-0.054614893,0,549,318669,67542,24,8860,11952,null,0,0,0,124755,300,1792,91630,578,null,653,2220,18195,0,20774,3168,16479515
Iowa State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.789692141,7.247880258,8.54596256,5.72108531,133,College or University (Athletics - NCAA),active,-0.001742272,0.001346452,-0.036191897,0,1853,147369,180219,130,25058,45181,null,0,0,0,30963,125,2432,70792,367,null,668,6241,28484,0,0,0,0
University of Georgia Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.78722338,9.146953893,6.597513699,8.797997746,133,College or University (Athletics - NCAA),active,-3.06E-05,0.000432446,-0.001044015,0,412,933263,14440,155,2352,3214,null,5,1,1,64550,30,1486,296763,186,null,505,3457,20869,0,10495,0,0
Auburn University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.773212707,8.865762398,6.598491741,6.406278939,133,College or University (Athletics - NCAA),active,-0.001736888,0.000326561,-0.03506432,0,632,510144,33866,35,4236,10815,null,30,9,1,141353,258,1819,148112,161,null,297,974,18678,0,0,0,0
University of Minnesota Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.772624536,7.888821517,7.563669199,6.034758276,133,College or University (Athletics - NCAA),active,-0.003562108,0.000502212,-0.071744363,0,840,347345,73871,84,6385,10728,null,null,null,null,35309,312,701,87180,3030,null,279,1210,25611,null,null,null,null
Duke University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.77092216,7.628606413,7.789836793,6.770698838,133,College or University (Athletics - NCAA),active,-0.002996287,0.000198201,-0.060123945,0,684,467152,90890,46,18127,9791,null,null,null,null,50812,598,2997,27232,980,null,185,3166,21338,0,2058,179,694596
University of South Carolina Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.765284069,8.325435311,6.980246066,9.114494307,133,College or University (Athletics - NCAA),active,-0.003843259,0.001266367,-0.078131551,0,412,576106,36238,26,4566,6586,null,114,33,25,null,null,null,145682,382,null,247,607,36275,0,0,0,0
Texas A&M University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.764508514,8.029413327,7.260756953,9.213379121,133,College or University (Athletics - NCAA),active,-0.003881281,0.001811268,-0.079436893,0,1051,239988,95797,126,2068,8010,null,18,3,5,72938,65,1850,82105,104,null,484,914,10271,0,0,0,0
University of Washington Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.755455942,7.470726293,7.638392549,6.589006868,133,College or University (Athletics - NCAA),active,0.00194196,0.000968364,0.037870833,0,707,220294,41055,94,5101,26011,null,null,null,null,44316,349,2452,60850,719,null,261,520,44505,null,null,null,null
Arizona State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.74195377,7.879283774,6.959791622,7.253143608,133,College or University (Athletics - NCAA),active,0.000353412,0.001572105,0.005496134,0,542,319433,35554,74,2816,6606,null,null,null,null,28001,58,749,98056,921,null,165,1139,31040,null,null,null,null
University of Virginia Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.733146444,6.041574335,8.62135454,6.376799146,133,College or University (Athletics - NCAA),active,-0.0029391,0.005275734,-0.064057743,0,2304,131327,310944,130,40430,45298,null,null,null,null,11185,14,260,40218,306,null,351,264,7533,1929,2337,4735,2782016
"University of California, Los Angeles Athletics",College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.727591079,7.603547373,6.948274215,7.822423147,133,College or University (Athletics - NCAA),active,-0.003309696,5.95E-05,-0.066253427,0,662,201093,25475,55,2883,3873,null,209,5,18,62938,73,1705,55420,335,null,573,1615,28005,0,0,0,0
University of Louisville Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.720952208,7.8640389,6.555005256,7.03670777,133,College or University (Athletics - NCAA),active,-0.003453371,0.001157255,-0.07022468,0,489,307153,35458,50,2728,6907,null,2374,242,229,33489,117,2607,92082,213,null,516,2116,10753,0,6042,1588,3038920
University of Cincinnati Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.717721817,7.020319341,7.334116996,7.477019911,133,College or University (Athletics - NCAA),active,-0.000442299,0.002312139,-0.011158126,0,286,195968,20217,33,2983,2612,null,null,null,null,null,null,null,80800,1129,null,1022,3928,33419,13084,3169,1399,4001127
Oklahoma State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.714659315,7.458285582,6.834900711,8.231635034,133,College or University (Athletics - NCAA),active,-0.00138321,0.001727321,-0.029391518,0,496,188844,33446,83,4397,6528,null,3797,153,184,33524,16,1062,75940,297,null,288,3691,20199,0,0,0,0
Kansas State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.712824407,7.338005917,6.918482221,6.751519099,133,College or University (Athletics - NCAA),active,-0.001884056,0.001080615,-0.038761741,0,634,131611,28918,165,3654,4249,null,127,22,32,29810,98,3145,80352,313,null,405,2012,22215,0,0,0,0
University of Utah Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.710245787,6.923651663,7.281264082,6.644888678,133,College or University (Athletics - NCAA),active,-0.004011954,0.001678675,-0.081917763,0,1189,181154,70268,110,5751,10256,null,2468,136,495,28977,85,1070,49050,178,null,568,1927,17032,2371,0,1042,1555160
University of Tennessee Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.706909881,8.224514084,5.913683545,7.542464854,133,College or University (Athletics - NCAA),active,-0.000592807,0.000859317,-0.012715463,0,67,362844,6225,29,1083,1048,null,2,13,1,48743,418,1114,113806,980,null,192,314,22198,0,0,0,0
Baylor Universtiy Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.706196592,6.929265469,7.194666372,8.483074388,133,College or University (Athletics - NCAA),active,-0.005478617,0.003848849,-0.113421184,0,1916,147595,80992,340,11104,9122,null,0,0,0,33285,11,1900,50377,29,null,619,60,10551,0,0,0,0
University of Missouri Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.705843694,7.730601718,6.386272166,6.373216178,133,College or University (Athletics - NCAA),active,-0.001363722,0.000517637,-0.02779208,0,558,475341,39566,147,662,3837,null,0,0,0,13188,14,41,73530,473,null,140,356,21952,0,0,0,0
Texas Tech University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.704519122,7.459457911,6.630924531,7.598059777,133,College or University (Athletics - NCAA),active,-0.000708672,0.000993633,-0.015167082,0,269,147261,26695,32,1841,4977,null,null,null,null,44366,42,2092,71605,109,null,149,447,29082,null,null,null,null
"California State University, Fresno Athletics",College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.703085233,6.334357889,7.727346767,7.4850383,133,College or University (Athletics - NCAA),active,-0.001916109,0.002198847,-0.040521033,0,1733,91956,92343,131,11843,5490,null,null,null,null,26313,63,3368,41109,308,null,676,1264,20574,null,null,null,null
Clemson University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.699548538,8.148148104,5.842822652,6.941657434,133,College or University (Athletics - NCAA),active,-0.000870595,0.000793367,-0.018205275,0,211,209851,14614,24,2261,4022,null,null,null,null,71372,29,1994,104060,143,null,165,82,20903,null,null,null,null
University of Michigan Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.696067921,7.775751254,6.145607171,6.497027566,133,College or University (Athletics - NCAA),active,0.001459792,0.001572975,0.027622873,0,374,23177,21699,96,4272,5380,null,null,null,null,136365,64,1742,24410,204,null,541,4844,3578,null,null,null,null
Florida State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.677933852,7.764838456,5.793838582,6.449528002,133,College or University (Athletics - NCAA),active,-0.004592932,0.000515832,-0.092374473,0,324,577457,23728,28,1375,3186,null,null,null,null,null,null,null,71130,376,null,90,352,18709,0,22961,5029,11242850
University of Texas Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.670389922,8.810341513,4.597456931,7.479521072,133,College or University (Athletics - NCAA),active,-0.000729722,0.000136537,-0.014730986,0,83,1600981,8437,6,1158,8769,null,null,null,null,null,null,null,98575,100,null,650,1045,6692,null,null,null,null
San Diego State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.667403814,5.603925168,7.744151105,9.284107189,133,College or University (Athletics - NCAA),active,0.002096701,0.002667063,0.039266961,0,866,101665,42171,83,3542,7473,null,22,4,2,13565,22,2150,30235,52,null,1328,2632,36165,5764,3598,4439,5449528
Pennsylvania State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.662758301,7.305392073,5.949773956,6.544697432,133,College or University (Athletics - NCAA),active,-0.004205198,0.001040578,-0.085144528,0,294,265296,22193,66,3343,5338,null,0,0,0,19396,48,522,65600,306,null,215,773,15662,10292,13115,6324,11481063
University of Iowa Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.661908085,7.260159245,5.978002453,6.449100698,133,College or University (Athletics - NCAA),active,-0.004265525,-0.001108311,-0.08420219,0,771,561452,62353,73,9705,2807,null,14,0,1,35843,307,2073,null,null,null,null,null,null,0,4784,1542,2231681
University of Colorado Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.6576769,5.783863166,7.369674841,6.497027566,133,College or University (Athletics - NCAA),active,-0.000775229,0.001977282,-0.017481855,0,324,58859,11419,33,596,4738,null,0,0,0,13900,2447,286,41844,8075,null,359,1007,15848,0,1167,720,881572
Purdue University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.655284669,6.090512091,7.015181296,9.256478312,133,College or University (Athletics - NCAA),active,-0.006420873,0.001072057,-0.129489522,0,783,140044,53462,71,11777,1566,null,null,null,null,13785,117,806,38066,714,null,1063,590,16386,null,null,null,null
"University of California, Berkeley Athletics",College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.645297091,6.116755588,6.789186225,6.526220924,133,College or University (Athletics - NCAA),active,0.000158712,0.001422821,0.00175141,0,778,93669,34114,140,1879,7838,null,null,null,null,17133,134,1128,41392,1573,null,261,481,21992,4383,12726,3075,5091694
Oregon State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.638691318,6.014295699,6.759530662,6.950681813,133,College or University (Athletics - NCAA),active,0.006775284,0.003812098,0.131693573,0,940,201554,62515,66,4691,10378,null,null,null,null,15740,64,824,23931,535,null,260,395,14854,null,null,null,null
Washington State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.632593326,6.082103432,6.569763094,7.721092192,133,College or University (Athletics - NCAA),active,-0.000207086,0.001816687,-0.005958413,0,182,99094,8951,48,1504,4650,null,null,null,null,16690,81,2040,41372,347,null,315,752,31772,null,null,null,null
Louisiana State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.631864725,7.873692839,4.763601652,6.380387314,133,College or University (Athletics - NCAA),active,-0.000855635,0.001272978,-0.018385681,0,80,394819,3921,20,127,741,null,null,null,null,10231,224,176,103548,189,null,269,2323,8533,0,0,0,0
University of Illinois Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.613614334,6.05360603,6.218680649,7.737944275,133,College or University (Athletics - NCAA),active,-0.000631258,0.001028839,-0.013654007,0,419,119726,23071,42,1653,1766,null,1,0,0,21811,512,1364,31980,881,null,496,705,13394,0,0,0,0
West Virginia University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.612667318,6.710541006,5.542805354,7.614021489,133,College or University (Athletics - NCAA),active,-0.000588176,0.003225736,-0.014989249,0,null,null,null,null,null,null,null,null,null,null,19549,98,488,77552,78,null,162,1223,24243,null,null,null,null
North Carolina State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.601764561,6.252111089,5.783180123,7.481488702,133,College or University (Athletics - NCAA),active,-0.00654897,0.002112298,-0.133091703,0,539,119264,26068,66,2499,4870,null,1,0,0,9310,58,283,50403,574,null,237,1448,11395,2007,4785,893,6266117
United States Military Academy Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.594958064,5.54826787,6.35089342,5.72108531,133,College or University (Athletics - NCAA),active,-0.003234494,0.001928823,-0.066618709,0,746,120951,37963,72,4214,3648,null,null,null,null,18784,49,1149,21125,129,null,110,779,18219,0,0,0,0
Virginia Tech Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.58305972,5.60841484,6.052779564,7.572331737,133,College or University (Athletics - NCAA),active,-0.002901259,0.001986392,-0.060011566,0,735,191385,44643,102,5964,3366,null,null,null,null,null,null,null,30502,82,null,191,935,11962,null,null,null,null
Boise State University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.578885017,6.341262729,5.23643762,7.389927424,133,College or University (Athletics - NCAA),active,-0.00531559,0.001501393,-0.107813199,0,400,129585,12263,64,1381,2941,null,null,null,null,39067,42,2506,21915,191,null,74,418,11390,2852,3520,844,1826805
Texas Christian University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.577695471,6.544754719,5.009154701,6.781635854,133,College or University (Athletics - NCAA),active,-4.65E-06,0.001262609,-0.001355565,0,156,49731,9136,61,546,3925,null,258,74,15,30047,61,926,51553,502,null,184,811,11634,4516,3550,375,1456869
Gonzaga University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.554521166,4.561591503,6.52883181,7.78454289,133,College or University (Athletics - NCAA),active,-0.00420776,0.002021295,-0.0861765,0,840,69628,40781,117,13917,10491,null,null,null,null,5130,35,517,23747,130,null,413,1306,15265,null,null,null,null
University of Montana Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.55001871,5.453566475,5.546807718,6.448901477,133,College or University (Athletics - NCAA),active,-0.00131685,0.001593159,-0.027930163,0,492,138709,22530,160,859,2806,null,2,0,0,12047,2,1765,22851,618,null,64,368,11967,844,654,195,213599
University of Nevada Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.54994541,5.418148774,5.580759435,6.180393995,133,College or University (Athletics - NCAA),active,-0.000212599,0.00351817,-0.007770159,0,134,80157,2893,39,410,607,null,0,0,0,13381,116,873,29972,270,null,158,364,23469,1061,972,651,480841
University of New Mexico Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.54981027,5.754470108,5.241735283,7.208357245,133,College or University (Athletics - NCAA),active,-0.003268368,0.00669062,-0.072057975,0,461,76656,10298,176,919,1091,null,null,null,null,9579,20,1229,42465,206,null,95,956,12595,1352,2479,2302,1474789
University of Hawaii Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.532427422,4.689324442,5.959223991,9.892555368,133,College or University (Athletics - NCAA),active,5.73E-05,0.001792957,-0.000647717,0,326,65269,12429,23,740,709,null,32,0,9,14561,70,1753,16518,190,null,344,605,19858,2784,3412,1120,2227584
Northwestern University Athletics,College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.526908127,4.393557648,6.144604902,6.600657291,133,College or University (Athletics - NCAA),active,-0.000677608,0.001203691,-0.014755856,0,146,26601,6606,73,409,975,null,45,9,5,7612,340,1719,25103,2251,null,87,648,20928,0,2198,1288,2433312
"University of Nevada, Las Vegas Athletics",College or University (Athletics - NCAA),,,,,,,,,,,,,,,,null,null,0.513881569,4.23046515,6.047166237,6.534474629,133,College or University (Athletics - NCAA),active,-0.00033599,0.001931138,-0.008650943,0,54,13332,1944,50,176,94,null,null,null,null,6899,262,1358,25880,4019,null,176,282,19639,null,null,null,null
